,,"synergy
","antagonism
"
NABILONE,RAMELTEON,0.0,1.0
NABILONE,RANOLAZINE,0.0,1.0
NABILONE,RIBAVIRIN,0.0,1.0
NABILONE,RIBAVIRIN 5\'-TRIPHOSPHATE,0.0,1.0
NABILONE,RIFABUTIN,1.0,0.0
NABILONE,RILUZOLE,0.0,1.0
NABILONE,RISPERIDONE,0.0,1.0
NABILONE,ROSIGLITAZONE,0.0,1.0
NABILONE,RUFINAMIDE,0.0,1.0
NABILONE,SAXAGLIPTIN,0.0,1.0
NABILONE,SERTRALINE,0.0,1.0
NABILONE,SITAGLIPTIN,0.0,1.0
NABILONE,SN-38,0.0,1.0
NABILONE,SODIUM DIETHYLDITHIOCARBAMATE TRIHYDRATE,0.0,1.0
NABILONE,SORAFENIB,0.0,1.0
NABILONE,SPIRONOLACTONE,0.0,1.0
NABILONE,STANOZOLOL,0.0,1.0
NABILONE,SUCCINYLCHOLINE CHLORIDE,0.0,1.0
NABILONE,SULBACTAM,0.0,1.0
NABILONE,SULFAMETER,0.0,1.0
NABILONE,SUMATRIPTAN,0.0,1.0
NABILONE,SUNITINIB,0.0,1.0
NABILONE,TACRINE,0.0,1.0
NABILONE,TACROLIMUS,0.0,1.0
NABILONE,TAMOXIFEN,0.0,1.0
NABILONE,TEMOZOLOMIDE,0.0,1.0
NABILONE,TERAZOSIN,0.0,1.0
NABILONE,TESTOLACTONE,0.0,1.0
NABILONE,TESTOSTERONE,0.0,1.0
NABILONE,TETRABENAZINE,0.0,1.0
NABILONE,TETRACYCLINE,0.0,1.0
NABILONE,THALIDOMIDE,0.0,1.0
NABILONE,THEOPHYLLINE,0.0,1.0
NABILONE,THIABENDAZOLE,1.0,0.0
NABILONE,THIOTEPA,0.0,1.0
NABILONE,TIAGABINE,0.0,1.0
NABILONE,TINIDAZOLE,0.0,1.0
NABILONE,TIZOXANIDE,0.0,1.0
NABILONE,TOLAZOLINE,0.0,1.0
NABILONE,TOLVAPTAN,1.0,0.0
NABILONE,TOPIRAMATE,0.0,1.0
NABILONE,TRANEXAMIC ACID,0.0,1.0
NABILONE,TRANYLCYPROMINE,0.0,1.0
NABILONE,TRAZODONE,0.0,1.0
NABILONE,TRIAMTERENE,0.0,1.0
NABILONE,TRIFLUPROMAZINE,0.0,1.0
NABILONE,TRIHEXYPHENIDYL,0.0,1.0
NABILONE,TRILOSTANE,0.0,1.0
NABILONE,TRIMETHOBENZAMIDE,0.0,1.0
NABILONE,TRIMETHOPRIM,0.0,1.0
NABILONE,TRIOXSALEN,0.0,1.0
NABILONE,ULIPRISTAL ACETATE,0.0,1.0
NABILONE,VARENICLINE,0.0,1.0
NABILONE,VECURONIUM BROMIDE,0.0,1.0
NABILONE,VINBLASTINE,1.0,0.0
NABILONE,ZAFIRLUKAST,0.0,1.0
NABILONE,ZALCITABINE,0.0,1.0
NABILONE,ZILEUTON,0.0,1.0
NABILONE,ZOLINZA,0.0,1.0
NABILONE,ZONISAMIDE,0.0,1.0
NABUMETONE,TEMOZOLOMIDE,1.0,0.0
NADIFLOXACIN,TEMOZOLOMIDE,0.0,1.0
NAFAMOSTAT MESYLATE,TEMOZOLOMIDE,1.0,0.0
NAFCILLIN SODIUM,TEMOZOLOMIDE,0.0,1.0
NAFTOPIDIL,TEMOZOLOMIDE,1.0,0.0
NALIDIXIC ACID,TEMOZOLOMIDE,0.0,1.0
NALOXONE HCL,TEMOZOLOMIDE,1.0,0.0
NALTREXONE,NATEGLINIDE,0.0,1.0
NALTREXONE,NICLOSAMIDE,1.0,0.0
NALTREXONE,NISOLDIPINE,0.0,1.0
NALTREXONE,NITAZOXANIDE,0.0,1.0
NALTREXONE,NITISINONE,0.0,1.0
NALTREXONE,NITROSOGLUTATHIONE,0.0,1.0
NALTREXONE,NIZATIDINE,0.0,1.0
NALTREXONE,OLMESARTAN,0.0,1.0
NALTREXONE,OLMESARTAN MEDOXOMIL,1.0,0.0
NALTREXONE,ORLISTAT,1.0,0.0
NALTREXONE,OSELTAMIVIR,1.0,0.0
NALTREXONE,OXYPHENBUTAZONE,0.0,1.0
NALTREXONE,PALONOSETRON,1.0,0.0
NALTREXONE,PAMIDRONIC ACID,0.0,1.0
NALTREXONE,PARGYLINE,0.0,1.0
NALTREXONE,PAROMOMYCIN,0.0,1.0
NALTREXONE,PAZOPANIB,1.0,0.0
NALTREXONE,PENTAMIDINE,0.0,1.0
NALTREXONE,PENTOLINIUM TARTRATE,0.0,1.0
NALTREXONE,PHENSUXIMIDE,0.0,1.0
NALTREXONE,PIPERAZINE HEXAHYDRATE,0.0,1.0
NALTREXONE,PRAMIPEXOLE,0.0,1.0
NALTREXONE,PRAZIQUANTEL,0.0,1.0
NALTREXONE,PREDNISOLONE,1.0,0.0
NALTREXONE,PROBENECID,0.0,1.0
NALTREXONE,PROBUCOL,0.0,1.0
NALTREXONE,PROCARBAZINE,0.0,1.0
NALTREXONE,PROGUANIL,0.0,1.0
NALTREXONE,PROPYLTHIOURACIL,0.0,1.0
NALTREXONE,PYRAZINOIC ACID,0.0,1.0
NALTREXONE,PYRIDOSTIGMINE BROMIDE,0.0,1.0
NALTREXONE,PYRVINIUM CHLORIDE DIHYDRATE,1.0,0.0
NALTREXONE,QUININE,0.0,1.0
NALTREXONE,RALTEGRAVIR,0.0,1.0
NALTREXONE,RAMELTEON,0.0,1.0
NALTREXONE,RANOLAZINE,0.0,1.0
NALTREXONE,RIBAVIRIN,0.0,1.0
NALTREXONE,RIBAVIRIN 5\'-TRIPHOSPHATE,0.0,1.0
NALTREXONE,RIFABUTIN,0.0,1.0
NALTREXONE,RILUZOLE,0.0,1.0
NALTREXONE,RISPERIDONE,0.0,1.0
NALTREXONE,RUFINAMIDE,1.0,0.0
NALTREXONE,RUXOLITINIB,1.0,0.0
NALTREXONE,SAXAGLIPTIN,0.0,1.0
NALTREXONE,SERTRALINE,0.0,1.0
NALTREXONE,SILDENAFIL,0.0,1.0
NALTREXONE,SODIUM DIETHYLDITHIOCARBAMATE TRIHYDRATE,1.0,0.0
NALTREXONE,SORAFENIB,0.0,1.0
NALTREXONE,STANOZOLOL,0.0,1.0
NALTREXONE,SUCCINYLCHOLINE CHLORIDE,0.0,1.0
NALTREXONE,SULBACTAM,0.0,1.0
NALTREXONE,SULFAMETER,0.0,1.0
NALTREXONE,SUMATRIPTAN,1.0,0.0
NALTREXONE,SUNITINIB,0.0,1.0
NALTREXONE,TACRINE,0.0,1.0
NALTREXONE,TACROLIMUS,0.0,1.0
NALTREXONE,TAMOXIFEN,0.0,1.0
NALTREXONE,TEMOZOLOMIDE,1.0,0.0
NALTREXONE,TERAZOSIN,0.0,1.0
NALTREXONE,TESTOSTERONE,1.0,0.0
NALTREXONE,TETRACYCLINE,0.0,1.0
NALTREXONE,THEOPHYLLINE,0.0,1.0
NALTREXONE,THIOTEPA,0.0,1.0
NALTREXONE,TINIDAZOLE,0.0,1.0
NALTREXONE,TOLAZOLINE,0.0,1.0
NALTREXONE,TOLVAPTAN,0.0,1.0
NALTREXONE,TOPIRAMATE,0.0,1.0
NALTREXONE,TRANEXAMIC ACID,0.0,1.0
NALTREXONE,TRANYLCYPROMINE,0.0,1.0
NALTREXONE,TRIFLUOPERAZINE,0.0,1.0
NALTREXONE,TRIFLUPROMAZINE,0.0,1.0
NALTREXONE,TRIHEXYPHENIDYL,0.0,1.0
NALTREXONE,TRILOSTANE,0.0,1.0
NALTREXONE,TRIMETHOBENZAMIDE,0.0,1.0
NALTREXONE,TRIMETHOPRIM,0.0,1.0
NALTREXONE,TRIOXSALEN,0.0,1.0
NALTREXONE,ULIPRISTAL ACETATE,0.0,1.0
NALTREXONE,VECURONIUM BROMIDE,0.0,1.0
NALTREXONE,VINBLASTINE,0.0,1.0
NALTREXONE,ZAFIRLUKAST,0.0,1.0
NALTREXONE,ZALCITABINE,0.0,1.0
NALTREXONE,ZILEUTON,0.0,1.0
NALTREXONE,ZOLINZA,1.0,0.0
NALTREXONE,ZONISAMIDE,0.0,1.0
NALTREXONE HCL,TEMOZOLOMIDE,1.0,0.0
NAMPT-IN-1,Panobinostat,1.0,0.0
NANCHANGMYCIN,PANOBINOSTAT,1.0,0.0
NANCHANGMYCIN,TEMOZOLOMIDE,1.0,0.0
NAPHAZOLINE HCL,TEMOZOLOMIDE,0.0,1.0
NAPROXEN,RUXOLITINIB,0.0,1.0
NARINGIN,TEMOZOLOMIDE,0.0,1.0
NARINGIN DIHYDROCHALCONE,TEMOZOLOMIDE,1.0,0.0
NATAMYCIN,TEMOZOLOMIDE,1.0,0.0
NATEGLINIDE,NICLOSAMIDE,0.0,1.0
NATEGLINIDE,NISOLDIPINE,0.0,1.0
NATEGLINIDE,NITAZOXANIDE,1.0,0.0
NATEGLINIDE,NITROSOGLUTATHIONE,0.0,1.0
NATEGLINIDE,NIZATIDINE,0.0,1.0
NATEGLINIDE,NORCISAPRIDE,1.0,0.0
NATEGLINIDE,NOVOBIOCIN,0.0,1.0
NATEGLINIDE,OLMESARTAN,0.0,1.0
NATEGLINIDE,OLMESARTAN MEDOXOMIL,0.0,1.0
NATEGLINIDE,ORLISTAT,1.0,0.0
NATEGLINIDE,OSELTAMIVIR,0.0,1.0
NATEGLINIDE,OSELTAMIVIR ACID,0.0,1.0
NATEGLINIDE,OXYPHENBUTAZONE,1.0,0.0
NATEGLINIDE,OXYPHENONIUM BROMIDE,0.0,1.0
NATEGLINIDE,PALONOSETRON,0.0,1.0
NATEGLINIDE,PAMIDRONIC ACID,0.0,1.0
NATEGLINIDE,PANOBINOSTAT,0.0,1.0
NATEGLINIDE,PARGYLINE,0.0,1.0
NATEGLINIDE,PAROMOMYCIN,0.0,1.0
NATEGLINIDE,PAZOPANIB,1.0,0.0
NATEGLINIDE,PENTAMIDINE,0.0,1.0
NATEGLINIDE,PENTOLINIUM TARTRATE,0.0,1.0
NATEGLINIDE,PENTOSTATIN,0.0,1.0
NATEGLINIDE,PHENPROCOUMON,0.0,1.0
NATEGLINIDE,PHENSUXIMIDE,0.0,1.0
NATEGLINIDE,PRAZIQUANTEL,0.0,1.0
NATEGLINIDE,PREDNISOLONE,1.0,0.0
NATEGLINIDE,PRIMIDONE,0.0,1.0
NATEGLINIDE,PROBUCOL,0.0,1.0
NATEGLINIDE,PROGUANIL,0.0,1.0
NATEGLINIDE,PYRAZINAMIDE,0.0,1.0
NATEGLINIDE,PYRAZINOIC ACID,0.0,1.0
NATEGLINIDE,PYRIDOSTIGMINE BROMIDE,0.0,1.0
NATEGLINIDE,PYRVINIUM CHLORIDE DIHYDRATE,0.0,1.0
NATEGLINIDE,QUININE,1.0,0.0
NATEGLINIDE,RALTEGRAVIR,0.0,1.0
NATEGLINIDE,RANOLAZINE,0.0,1.0
NATEGLINIDE,RIBAVIRIN,1.0,0.0
NATEGLINIDE,RIBAVIRIN 5\'-TRIPHOSPHATE,0.0,1.0
NATEGLINIDE,RILUZOLE,0.0,1.0
NATEGLINIDE,RISPERIDONE,0.0,1.0
NATEGLINIDE,ROSIGLITAZONE,1.0,0.0
NATEGLINIDE,RUFINAMIDE,0.0,1.0
NATEGLINIDE,SAXAGLIPTIN,0.0,1.0
NATEGLINIDE,SERTRALINE,1.0,0.0
NATEGLINIDE,SITAGLIPTIN,0.0,1.0
NATEGLINIDE,SN-38,0.0,1.0
NATEGLINIDE,SODIUM DIETHYLDITHIOCARBAMATE TRIHYDRATE,1.0,0.0
NATEGLINIDE,STANOZOLOL,0.0,1.0
NATEGLINIDE,SUCCINYLCHOLINE CHLORIDE,0.0,1.0
NATEGLINIDE,SULFAMETER,0.0,1.0
NATEGLINIDE,SUMATRIPTAN,0.0,1.0
NATEGLINIDE,SUNITINIB,0.0,1.0
NATEGLINIDE,TACRINE,1.0,0.0
NATEGLINIDE,TACROLIMUS,0.0,1.0
NATEGLINIDE,TAMOXIFEN,0.0,1.0
NATEGLINIDE,TEMOZOLOMIDE,1.0,0.0
NATEGLINIDE,TERAZOSIN,0.0,1.0
NATEGLINIDE,THALIDOMIDE,0.0,1.0
NATEGLINIDE,THIABENDAZOLE,0.0,1.0
NATEGLINIDE,THIOTEPA,0.0,1.0
NATEGLINIDE,TIAGABINE,0.0,1.0
NATEGLINIDE,TINIDAZOLE,0.0,1.0
NATEGLINIDE,TIZOXANIDE,0.0,1.0
NATEGLINIDE,TOLAZOLINE,0.0,1.0
NATEGLINIDE,TOLVAPTAN,0.0,1.0
NATEGLINIDE,TOPIRAMATE,0.0,1.0
NATEGLINIDE,TRANEXAMIC ACID,0.0,1.0
NATEGLINIDE,TRANYLCYPROMINE,0.0,1.0
NATEGLINIDE,TRIAMTERENE,0.0,1.0
NATEGLINIDE,TRIFLUOPERAZINE,0.0,1.0
NATEGLINIDE,TRIFLUPROMAZINE,0.0,1.0
NATEGLINIDE,TRIHEXYPHENIDYL,0.0,1.0
NATEGLINIDE,TRIMETHOBENZAMIDE,1.0,0.0
NATEGLINIDE,TRIMETHOPRIM,0.0,1.0
NATEGLINIDE,TRIOXSALEN,0.0,1.0
NATEGLINIDE,ULIPRISTAL ACETATE,0.0,1.0
NATEGLINIDE,VALPROIC ACID,1.0,0.0
NATEGLINIDE,VARENICLINE,0.0,1.0
NATEGLINIDE,VECURONIUM BROMIDE,0.0,1.0
NATEGLINIDE,VINBLASTINE,1.0,0.0
NATEGLINIDE,ZALEPLON,0.0,1.0
NATEGLINIDE,ZILEUTON,0.0,1.0
NATEGLINIDE,ZOLINZA,0.0,1.0
NAVELBINE DITARTRATE (TN),NILOTINIB,6.0,4.0
NAVELBINE DITARTRATE (TN),NSC 85998,2.0,35.0
NAVELBINE DITARTRATE (TN),NSC-127716,11.0,17.0
NAVELBINE DITARTRATE (TN),NSC141540,11.0,10.0
NAVELBINE DITARTRATE (TN),NSC256439,14.0,10.0
NAVELBINE DITARTRATE (TN),NSC733504,26.0,3.0
NAVELBINE DITARTRATE (TN),PACLITAXEL,8.0,30.0
NAVELBINE DITARTRATE (TN),PAZOPANIB HYDROCHLORIDE,7.0,4.0
NAVELBINE DITARTRATE (TN),PEMETREXED,8.0,18.0
NAVELBINE DITARTRATE (TN),PIPOBROMAN,1.0,25.0
NAVELBINE DITARTRATE (TN),PLICAMYCIN,29.0,10.0
NAVELBINE DITARTRATE (TN),PRALATREXATE,11.0,28.0
NAVELBINE DITARTRATE (TN),PROCARBAZINE HYDROCHLORIDE,1.0,15.0
NAVELBINE DITARTRATE (TN),QUINACRINE HYDROCHLORIDE,22.0,8.0
NAVELBINE DITARTRATE (TN),RALOXIFENE,4.0,26.0
NAVELBINE DITARTRATE (TN),ROMIDEPSIN,9.0,17.0
NAVELBINE DITARTRATE (TN),RUXOLITINIB,10.0,6.0
NAVELBINE DITARTRATE (TN),SN-38,1.0,29.0
NAVELBINE DITARTRATE (TN),SORAFENIB,17.0,6.0
NAVELBINE DITARTRATE (TN),SUNITINIB,2.0,4.0
NAVELBINE DITARTRATE (TN),TAMOXIFEN CITRATE,9.0,3.0
NAVELBINE DITARTRATE (TN),TEMOZOLOMIDE,1.0,13.0
NAVELBINE DITARTRATE (TN),TENIPOSIDE,4.0,26.0
NAVELBINE DITARTRATE (TN),THALIDOMIDE,0.0,14.0
NAVELBINE DITARTRATE (TN),THIOGUANINE,1.0,15.0
NAVELBINE DITARTRATE (TN),THIOTEPA,0.0,29.0
NAVELBINE DITARTRATE (TN),TOPOTECAN HYDROCHLORIDE,3.0,35.0
NAVELBINE DITARTRATE (TN),TRETINOIN,1.0,12.0
NAVELBINE DITARTRATE (TN),TRIETHYLENEMELAMINE,0.0,31.0
NAVELBINE DITARTRATE (TN),URACIL MUSTARD,3.0,33.0
NAVELBINE DITARTRATE (TN),VANDETANIB,29.0,4.0
NAVELBINE DITARTRATE (TN),VEMURAFENIB,17.0,11.0
NAVELBINE DITARTRATE (TN),VINBLASTINE SULFATE,14.0,10.0
NAVELBINE DITARTRATE (TN),VINCRISTINE SULFATE,17.0,7.0
NAVELBINE DITARTRATE (TN),VISMODEGIB,28.0,1.0
NAVELBINE DITARTRATE (TN),ZOLEDRONIC ACID,0.0,53.0
NAVELBINE DITARTRATE (TN),ZOLINZA,7.0,18.0
NBI-74330,PANOBINOSTAT,1.0,0.0
NBI-74330,Panobinostat,1.0,0.0
NCB-1026,Panobinostat,0.0,1.0
NCGC00014650-03,RUXOLITINIB,1.0,0.0
NCGC00017254-02,NCGC00095145-01,0.0,1.0
NCGC00017254-02,PD325901,1.0,0.0
NCGC00017254-02,PF-04691502,1.0,0.0
NCGC00017254-02,SCHEMBL8233739,0.0,1.0
NCGC00017254-02,SNS-032 (BMS-387032),0.0,1.0
NCGC00017254-02,TRAMETINIB (GSK1120212),1.0,0.0
NCGC00017254-02,Tocris-1479,1.0,0.0
NCGC00017254-02,proscillaridin,0.0,1.0
NCGC00018159-01,RomidepsinFK-228,1.0,0.0
NCGC00018159-01,SN-38,1.0,0.0
NCGC00018159-01,Sepantronium,1.0,0.0
NCGC00018159-01,TOPOTECAN,1.0,0.0
NCGC00018159-01,actinomycin D,1.0,0.0
NCGC00018159-01,etoposide,1.0,0.0
NCGC00018159-01,thapsigargin,1.0,0.0
NCGC00021305-08,PANOBINOSTAT,1.0,0.0
NCGC00021305-08,RUXOLITINIB,3.0,1.0
NCGC00021925-04,RUXOLITINIB,1.0,0.0
NCGC00037850,PF-431396,0.0,1.0
NCGC00037850,Ruxolitinib,0.0,1.0
NCGC00090797-11,RUXOLITINIB,1.0,0.0
NCGC00090808-03,RUXOLITINIB,1.0,0.0
NCGC00095055-03,NCGC00346475-01,1.0,0.0
NCGC00095055-03,PAEONOL,1.0,0.0
NCGC00095055-03,PD325901,1.0,0.0
NCGC00095055-03,PF-04691502,1.0,0.0
NCGC00095055-03,PF-04929113 (SNX-5422),0.0,1.0
NCGC00095055-03,SCHEMBL8233739,0.0,1.0
NCGC00095055-03,SN-38,1.0,0.0
NCGC00095055-03,SNS-032 (BMS-387032),1.0,0.0
NCGC00095055-03,Sepantronium,1.0,0.0
NCGC00095055-03,TAMOXIFEN,1.0,0.0
NCGC00095055-03,TRAMETINIB (GSK1120212),1.0,0.0
NCGC00095055-03,ZINC17545571,1.0,0.0
NCGC00095055-03,ZINC34894448,1.0,0.0
NCGC00095055-03,mefloquine,1.0,0.0
NCGC00095055-03,proscillaridin,5.0,0.0
NCGC00095145-01,NCGC00163548-02,0.0,1.0
NCGC00095145-01,NICLOSAMIDE,0.0,1.0
NCGC00095145-01,OSI-906 (LINSITINIB),1.0,0.0
NCGC00095145-01,Org 25935,1.0,0.0
NCGC00095145-01,PF-04691502,1.0,0.0
NCGC00095145-01,PF-04929113 (SNX-5422),1.0,0.0
NCGC00095145-01,Picropodophyllin,0.0,1.0
NCGC00095145-01,RALOXIFENE HYDROCHLORIDE,1.0,0.0
NCGC00095145-01,RUXOLITINIB,0.0,1.0
NCGC00095145-01,SCHEMBL2929203,1.0,0.0
NCGC00095145-01,Sepantronium,1.0,0.0
NCGC00095145-01,TRAMETINIB (GSK1120212),1.0,0.0
NCGC00095145-01,Tocris-1479,0.0,1.0
NCGC00095145-01,YK-4-279,0.0,1.0
NCGC00095145-01,etoposide,1.0,0.0
NCGC00095145-01,prazosin,0.0,1.0
NCGC00095145-01,proscillaridin,0.0,1.0
NCGC00095145-01,thapsigargin,1.0,0.0
NCGC00095245-01,RUXOLITINIB,1.0,0.0
NCGC00096095-02,RUXOLITINIB,0.0,1.0
NCGC00142624-04,RUXOLITINIB,1.0,0.0
NCGC00160531-01,RUXOLITINIB,0.0,1.0
NCGC00162383-02,RUXOLITINIB,1.0,0.0
NCGC00162409-03,RUXOLITINIB,1.0,0.0
NCGC00162423-03,NCGC00346501-01,1.0,0.0
NCGC00162423-03,PONATINIB (AP24534),0.0,1.0
NCGC00162423-03,RUXOLITINIB,1.0,0.0
NCGC00162423-03,VINCRISTINE,1.0,0.0
NCGC00162423-03,ZINC34894448,1.0,0.0
NCGC00163424-03,RUXOLITINIB,1.0,0.0
NCGC00163474-05,RUXOLITINIB,1.0,0.0
NCGC00163532-01,RUXOLITINIB,1.0,0.0
NCGC00163547-01,PANOBINOSTAT,0.0,1.0
NCGC00163548-02,NCGC00164600-03,0.0,1.0
NCGC00163548-02,NCGC00181306-03,0.0,2.0
NCGC00163548-02,NCGC00263265-01,0.0,1.0
NCGC00163548-02,OSI-027,0.0,1.0
NCGC00163548-02,OSI-906 (LINSITINIB),0.0,1.0
NCGC00163548-02,PRALATREXATE,0.0,2.0
NCGC00163548-02,RomidepsinFK-228,1.0,1.0
NCGC00163548-02,SCHEMBL224883,0.0,1.0
NCGC00163548-02,SCHEMBL2929203,1.0,0.0
NCGC00163548-02,SCHEMBL82368,0.0,1.0
NCGC00163548-02,Sepantronium,1.0,0.0
NCGC00163548-02,ZINC17545571,0.0,1.0
NCGC00163548-02,etoposide,0.0,1.0
NCGC00163683-02,PANOBINOSTAT,0.0,1.0
NCGC00164566-02,RUXOLITINIB,0.0,1.0
NCGC00164600-03,NCGC00181306-03,1.0,0.0
NCGC00164600-03,Nintedanib,1.0,0.0
NCGC00164600-03,PF-04929113 (SNX-5422),0.0,1.0
NCGC00164600-03,PRALATREXATE,1.0,0.0
NCGC00164600-03,Picropodophyllin,1.0,0.0
NCGC00164600-03,RomidepsinFK-228,1.0,0.0
NCGC00164600-03,SCHEMBL2929203,0.0,1.0
NCGC00164600-03,SCHEMBL82368,1.0,0.0
NCGC00164600-03,Visudyne,1.0,0.0
NCGC00164600-03,YK-4-279,0.0,1.0
NCGC00164600-03,ZINC34894448,1.0,0.0
NCGC00164789-05,PANOBINOSTAT,1.0,0.0
NCGC00165799-02,RUXOLITINIB,0.0,1.0
NCGC00166281-02,PF-431396,0.0,1.0
NCGC00167431-02,RUXOLITINIB,0.0,1.0
NCGC00168459-01,Ruxolitinib,1.0,0.0
NCGC00168459-01,ibrutinib,1.0,0.0
NCGC00179454-04,PANOBINOSTAT,1.0,0.0
NCGC00179454-04,RUXOLITINIB,1.0,0.0
NCGC00179649-07,RUXOLITINIB,3.0,1.0
NCGC00181306-03,NCGC00263265-01,0.0,1.0
NCGC00181306-03,PF-04929113 (SNX-5422),1.0,0.0
NCGC00181306-03,PRALATREXATE,0.0,2.0
NCGC00181306-03,Picropodophyllin,0.0,1.0
NCGC00181306-03,RomidepsinFK-228,1.0,0.0
NCGC00181306-03,SCHEMBL2929203,2.0,1.0
NCGC00181306-03,SCHEMBL82368,0.0,1.0
NCGC00181306-03,Sepantronium,0.0,1.0
NCGC00181306-03,Visudyne,1.0,0.0
NCGC00181306-03,YK-4-279,0.0,1.0
NCGC00181306-03,ZINC34894448,1.0,0.0
NCGC00181306-03,etoposide,0.0,1.0
NCGC00183844-01,RUXOLITINIB,0.0,1.0
NCGC00185090-04,PF-431396,0.0,1.0
NCGC00185090-04,ibrutinib,0.0,1.0
NCGC00188382-01,Ruxolitinib,1.0,0.0
NCGC00188382-01,ibrutinib,1.0,0.0
NCGC00189393,PF-431396,0.0,1.0
NCGC00189393,Ruxolitinib,0.0,2.0
NCGC00238624,Ruxolitinib,0.0,1.0
NCGC00241036,ibrutinib,0.0,1.0
NCGC00241410,Ruxolitinib,0.0,1.0
NCGC00241411,Ruxolitinib,0.0,1.0
NCGC00241411,ibrutinib,0.0,1.0
NCGC00242487,Panobinostat,1.0,0.0
NCGC00242487,Ruxolitinib,0.0,1.0
NCGC00242487,ibrutinib,0.0,1.0
NCGC00244250,ibrutinib,1.0,0.0
NCGC00247866,Ruxolitinib,0.0,1.0
NCGC00249661,Panobinostat,1.0,0.0
NCGC00249759,PF-431396,1.0,0.0
NCGC00249759,ibrutinib,0.0,1.0
NCGC00250393-01,RUXOLITINIB,1.0,0.0
NCGC00250402-01,RUXOLITINIB,0.0,1.0
NCGC00253463-01,ibrutinib,1.0,0.0
NCGC00253909-01,PANOBINOSTAT,1.0,0.0
NCGC00253909-01,RUXOLITINIB,0.0,1.0
NCGC00262228,Panobinostat,1.0,0.0
NCGC00262331,Ruxolitinib,1.0,0.0
NCGC00262376,PF-431396,0.0,1.0
NCGC00262376,Panobinostat,1.0,0.0
NCGC00262398,PF-431396,0.0,1.0
NCGC00262398,ibrutinib,0.0,1.0
NCGC00262689,PF-431396,0.0,1.0
NCGC00263015,Ruxolitinib,0.0,2.0
NCGC00263015,ibrutinib,0.0,1.0
NCGC00263018-01,Ruxolitinib,1.0,0.0
NCGC00263018-01,ibrutinib,0.0,1.0
NCGC00263020,PF-431396,1.0,0.0
NCGC00263106-01,RUXOLITINIB,0.0,1.0
NCGC00263143-01,RUXOLITINIB,0.0,1.0
NCGC00263228-01,RUXOLITINIB,1.0,0.0
NCGC00263265-01,OSI-906 (LINSITINIB),0.0,1.0
NCGC00263265-01,Picropodophyllin,1.0,0.0
NCGC00263265-01,RUXOLITINIB,1.0,0.0
NCGC00263265-01,SCHEMBL2929203,0.0,1.0
NCGC00263265-01,SCHEMBL82368,0.0,1.0
NCGC00263268-01,RUXOLITINIB,1.0,0.0
NCGC00263270-01,RUXOLITINIB,1.0,0.0
NCGC00271415-02,RUXOLITINIB,0.0,1.0
NCGC00344564-02,RUXOLITINIB,1.0,0.0
NCGC00344990-01,Ruxolitinib,1.0,0.0
NCGC00344999-01,PF-431396,1.0,0.0
NCGC00344999-01,RUXOLITINIB,0.0,1.0
NCGC00344999-01,Ruxolitinib,0.0,1.0
NCGC00346471-01,RUXOLITINIB,1.0,0.0
NCGC00346475-01,RAF265 (CHIR-265),1.0,0.0
NCGC00346475-01,RUXOLITINIB,1.0,0.0
NCGC00346475-01,Tocris-1479,1.0,0.0
NCGC00346475-01,nutlin-3B,0.0,1.0
NCGC00346475-01,prochlorperazine,1.0,0.0
NCGC00346501-01,RUXOLITINIB,1.0,0.0
NCGC00346501-01,SN-38,0.0,1.0
NCGC00346501-01,ZINC34894448,1.0,0.0
NCGC00346524-01,RUXOLITINIB,1.0,0.0
NCGC00346531-01,RUXOLITINIB,1.0,0.0
NCGC00346543,Ruxolitinib,1.0,0.0
NCGC00346580-01,RUXOLITINIB,1.0,0.0
NCGC00346609-01,RUXOLITINIB,0.0,1.0
NCGC00346661-01,RUXOLITINIB,1.0,0.0
NCGC00346736-01,RUXOLITINIB,0.0,1.0
NCGC00346747,PF-431396,0.0,1.0
NCGC00346747,Ruxolitinib,1.0,0.0
NCGC00346827-01,RUXOLITINIB,0.0,1.0
NCGC00384826-01,Tariquidar,1.0,0.0
NCGC00408930,Panobinostat,1.0,0.0
NCGC00505117,Panobinostat,0.0,1.0
NCGC00510249-02,ORY-1001,0.0,1.0
NCGC00510249-02,PAC-1,0.0,1.0
NCGC00510249-02,Palbociclib,0.0,1.0
NCGC00510249-02,Prochlorperazine dimaleate,1.0,0.0
NCGC00510249-02,TIC-10,0.0,1.0
NCGC00510249-02,Zaltoprofen,0.0,1.0
NEBIVOLOL,TEMOZOLOMIDE,1.0,0.0
NECROSTATIN-1,TEMOZOLOMIDE,1.0,0.0
NEFIRACETAM,TEMOZOLOMIDE,1.0,0.0
NEFOPAM HCL,TEMOZOLOMIDE,1.0,0.0
NELARABINE,RUXOLITINIB,0.0,1.0
NEOHESPERIDIN,TEMOZOLOMIDE,1.0,0.0
NEPAFENAC,TEMOZOLOMIDE,0.0,1.0
NERATINIB (HKI-272),TEMOZOLOMIDE,1.0,0.0
NEVIRAPINE,TEMOZOLOMIDE,1.0,0.0
NIALAMIDE,TEMOZOLOMIDE,1.0,0.0
NIBR-17,Ruxolitinib,1.0,0.0
NICARDIPINE HCL,TEMOZOLOMIDE,1.0,0.0
NICLOSAMIDE,NISOLDIPINE,0.0,1.0
NICLOSAMIDE,NITROSOGLUTATHIONE,1.0,0.0
NICLOSAMIDE,NIZATIDINE,0.0,1.0
